4'西汉姆联球员诺兰大禁区中央左脚射门,被防守球员封堵.                   4'第4分钟，前利物浦中锋卡罗尔禁区前劲射偏出
70'曼联球员鲁尼大禁区外尝试右脚射门,可惜皮球偏出球门.给他传球的是阿什利-扬.                   67'第67分钟，拉斐尔禁区右侧传射，埃尔南德斯中路脚后跟钩射蹭偏
70'西汉姆联换人,梅加换下贾维斯                   67'第67分钟，拉斐尔禁区右侧传射，埃尔南德斯中路脚后跟钩射蹭偏
71'西汉姆联球员马修-泰勒大禁区中央尝试左脚射门,可惜皮球稍稍偏出了左球门.给他传球的是查尔顿-科尔.                   71'第71分钟，卡尔顿-科尔头球摆渡，马修-泰勒禁区内的射门打偏
72'射门!!!曼联球员安德森大禁区外左脚射门,被对方守门员横身扑出.给他传球的是范佩西.                   71'第71分钟，卡尔顿-科尔头球摆渡，马修-泰勒禁区内的射门打偏
77'射门!!!曼联球员埃尔南德斯大禁区中央左脚射门,被对方守门员横身扑出.给他传球的是范佩西.                   77'第77分钟，范佩西传球，埃尔南德斯的低射正入雅斯克莱宁下怀
78'奥尼尔为西汉姆联在对方半场,赢得一个任意球.                   77'第77分钟，范佩西传球，埃尔南德斯的低射正入雅斯克莱宁下怀
78'曼联球员卡里克拼抢犯规,对手获得控球权.                   77'第77分钟，范佩西传球，埃尔南德斯的低射正入雅斯克莱宁下怀
78'黄牌！曼联球员卡里克因为恶意犯规,被主裁判出示黄牌.                   77'第77分钟，范佩西传球，埃尔南德斯的低射正入雅斯克莱宁下怀
78'曼联换人,维尔贝克换下鲁尼                   77'第77分钟，范佩西传球，埃尔南德斯的低射正入雅斯克莱宁下怀
78'维尔贝克将球处理出底线,西汉姆联获得角球.                   77'第77分钟，范佩西传球，埃尔南德斯的低射正入雅斯克莱宁下怀
83'射门!!!西汉姆联球员查尔顿-科尔大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是雷德.                   83'第83分钟，里德头球摆渡，卡尔顿-科尔的射门被林德加德救出
83'西汉姆联球员查尔顿-科尔一脚直塞球给梅加,但是边裁举旗显示后者已经越位.                   83'第83分钟，里德头球摆渡，卡尔顿-科尔的射门被林德加德救出
84'曼联换人,菲尔-琼斯换下安德森                   83'第83分钟，里德头球摆渡，卡尔顿-科尔的射门被林德加德救出
85'西汉姆联球员柯林斯手球犯规,对手获得球权.                   83'第83分钟，里德头球摆渡，卡尔顿-科尔的射门被林德加德救出
85'西汉姆联球员德梅尔拼抢犯规,对手获得控球权.                   83'第83分钟，里德头球摆渡，卡尔顿-科尔的射门被林德加德救出
85'阿什利-扬为曼联在对方半场,赢得一个任意球.                   83'第83分钟，里德头球摆渡，卡尔顿-科尔的射门被林德加德救出
86'西汉姆联球员梅加大禁区右侧尝试左脚射门,可惜皮球稍稍高出球门.给他传球的是查尔顿-科尔.                   83'第83分钟，里德头球摆渡，卡尔顿-科尔的射门被林德加德救出
90'曼联球员菲尔-琼斯大禁区左侧右脚射门,被防守球员封堵.给他传球的是埃弗拉.                   90'第90分钟，卡里克小角度头球攻门高出
90'汤姆金斯将球处理出底线,曼联获得角球.                   90'第90分钟，卡里克小角度头球攻门高出
90'曼联球员卡里克球门左侧小角度尝试头球,可惜皮球高出球门.给他传球的是阿什利-扬.                   90'第90分钟，卡里克小角度头球攻门高出
90'+2'西汉姆联球员诺兰大禁区中央左脚射门,被防守球员封堵.给他传球的是查尔顿-科尔.                   90'第90分钟，卡里克小角度头球攻门高出
90'+4'下半场结束,曼联 1-0 西汉姆联                   90'第90分钟，卡里克小角度头球攻门高出
