12'多特蒙德球员沙欣大禁区中央尝试左脚射门,可惜皮球稍稍偏出了左球门.给他传球的是普利西奇.                   12'多特第12分钟取得领先
86'进球啦！！！沙尔克04球员卡利朱里大禁区中央左脚射门,球从左上角飞进球门,球进了!助攻的是斯坦博里. 多特蒙德 4-3 沙尔克04.                   86'第86分钟，斯坦布利右路直塞，卡利朱里切入禁区回带闪开两人封堵，在门前9米处左脚弧线球入远角，3比4
87'巴尔特拉为多特蒙德赢得一个任意球.                   86'第86分钟，斯坦布利右路直塞，卡利朱里切入禁区回带闪开两人封堵，在门前9米处左脚弧线球入远角，3比4
87'沙尔克04球员科诺普扬卡拼抢犯规,对手获得控球权.                   86'第86分钟，斯坦布利右路直塞，卡利朱里切入禁区回带闪开两人封堵，在门前9米处左脚弧线球入远角，3比4
88'多特蒙德球员扎加多拼抢犯规,对手获得控球权.                   86'第86分钟，斯坦布利右路直塞，卡利朱里切入禁区回带闪开两人封堵，在门前9米处左脚弧线球入远角，3比4
88'阿米涅-阿里特为沙尔克04赢得一个任意球.                   86'第86分钟，斯坦布利右路直塞，卡利朱里切入禁区回带闪开两人封堵，在门前9米处左脚弧线球入远角，3比4
88'射门!!!沙尔克04球员卡利朱里大禁区右侧右脚射门,被对方守门员横身扑出.给他传球的是斯坦博里.                   86'第86分钟，斯坦布利右路直塞，卡利朱里切入禁区回带闪开两人封堵，在门前9米处左脚弧线球入远角，3比4
52'普利西奇将球处理出底线,沙尔克04获得角球.                   52'场边示意补时7分钟
53'阿米涅-阿里特为沙尔克04在对方半场,赢得一个任意球.                   52'场边示意补时7分钟
53'多特蒙德球员帕帕斯塔索普洛斯拼抢犯规,对手获得控球权.                   52'场边示意补时7分钟
53'黄牌！多特蒙德球员帕帕斯塔索普洛斯因为恶意犯规,被主裁判出示黄牌.                   52'场边示意补时7分钟
53'沙尔克04球员奥奇普卡一脚直塞球给纳尔多,但是边裁举旗显示后者已经越位.                   52'场边示意补时7分钟
54'多特蒙德受伤倒地,比赛暂停                   52'场边示意补时7分钟
54'(contentious referee decisions)Video Review: Goal. Referee decision on field is overturned.                   52'场边示意补时7分钟
54'暂停结束,球员们重新开始比赛.                   52'场边示意补时7分钟
55'纳尔多为沙尔克04赢得一个任意球.                   52'场边示意补时7分钟
55'多特蒙德球员奥巴梅扬拼抢犯规,对手获得控球权.                   52'场边示意补时7分钟
55'黄牌！多特蒙德球员奥巴梅扬因为恶意犯规,被主裁判出示黄牌.                   52'场边示意补时7分钟
55'射门!!!多特蒙德球员奥巴梅扬小禁区右侧右脚射门,被对方守门员横身扑出.                   52'场边示意补时7分钟
55'费尔曼将球处理出底线,多特蒙德获得角球.                   52'场边示意补时7分钟
