17'西汉姆联球员德梅尔一脚直塞球给诺兰,但是边裁举旗显示后者已经越位.                   17'第17分钟，奥斯卡禁区边缘劲射偏出
67'西汉姆联球员R-莫里森拼抢犯规,对手获得控球权.                   65'西汉姆第65分钟错失良机，德梅尔边路连过3人切入禁区右侧传中，无人防守的马伊加8码处推射偏出左侧立柱
67'兰帕德为切尔西在对方半场,赢得一个任意球.                   65'西汉姆第65分钟错失良机，德梅尔边路连过3人切入禁区右侧传中，无人防守的马伊加8码处推射偏出左侧立柱
68'切尔西球员拉米雷斯大禁区中央右脚射门,被防守球员封堵.给他传球的是奥斯卡.                   65'西汉姆第65分钟错失良机，德梅尔边路连过3人切入禁区右侧传中，无人防守的马伊加8码处推射偏出左侧立柱
82'切尔西球员阿扎尔大禁区中央右脚射门,被防守球员封堵.给他传球的是伊万诺维奇.                   82'切尔西第82分钟锁定胜局，伊万诺维奇右路传中，阿扎尔射门被封堵挡出，兰帕德禁区边缘内劲射左下角入网，3-0
82'进球啦！！！切尔西球员兰帕德大禁区中央右脚射门,球从左下角飞进球门,球进了! 西汉姆联 0-3 切尔西.                   82'切尔西第82分钟锁定胜局，伊万诺维奇右路传中，阿扎尔射门被封堵挡出，兰帕德禁区边缘内劲射左下角入网，3-0
83'切尔西换人,许尔勒换下奥斯卡                   82'切尔西第82分钟锁定胜局，伊万诺维奇右路传中，阿扎尔射门被封堵挡出，兰帕德禁区边缘内劲射左下角入网，3-0
84'切尔西换人,埃辛换下阿扎尔                   82'切尔西第82分钟锁定胜局，伊万诺维奇右路传中，阿扎尔射门被封堵挡出，兰帕德禁区边缘内劲射左下角入网，3-0
85'卡希尔将球处理出底线,西汉姆联获得角球.                   82'切尔西第82分钟锁定胜局，伊万诺维奇右路传中，阿扎尔射门被封堵挡出，兰帕德禁区边缘内劲射左下角入网，3-0
85'射门!!!切尔西球员埃辛大禁区右侧右脚射门,被对方守门员横身扑出.给他传球的是许尔勒.                   82'切尔西第82分钟锁定胜局，伊万诺维奇右路传中，阿扎尔射门被封堵挡出，兰帕德禁区边缘内劲射左下角入网，3-0
85'卡希尔将球处理出底线,西汉姆联获得角球.                   85'第85分钟，埃辛禁区右侧射门被救下
85'射门!!!切尔西球员埃辛大禁区右侧右脚射门,被对方守门员横身扑出.给他传球的是许尔勒.                   85'第85分钟，埃辛禁区右侧射门被救下
86'西汉姆联球员梅加大禁区中央尝试头球,可惜皮球稍稍偏出了右球门.给他传球的是奥布莱恩.                   85'第85分钟，埃辛禁区右侧射门被救下
