2'射门!!!泽尼特球员克尔扎科夫大禁区中央右脚射门,被对方守门员横身扑出.                   2'开场仅2分钟，科尔扎科夫角球混战中10码处射门被雷纳神勇扑出
40'利物浦球员苏亚雷斯小禁区左侧尝试左脚射门,可惜皮球稍稍偏出了左球门.给他传球的是斯特林.                   40'利物浦第40分钟也再失良机，唐宁直传，乔-艾伦右路传中偏转后滑门而过，斯特灵禁区左侧传中门前，苏亚雷斯近距离脚后跟射门偏出左侧立柱
41'何塞-恩里克为利物浦在左路,赢得一个任意球.                   40'利物浦第40分钟也再失良机，唐宁直传，乔-艾伦右路传中偏转后滑门而过，斯特灵禁区左侧传中门前，苏亚雷斯近距离脚后跟射门偏出左侧立柱
41'泽尼特球员阿纽科夫拼抢犯规,对手获得控球权.                   40'利物浦第40分钟也再失良机，唐宁直传，乔-艾伦右路传中偏转后滑门而过，斯特灵禁区左侧传中门前，苏亚雷斯近距离脚后跟射门偏出左侧立柱
42'利物浦球员亨德森拼抢犯规,对手获得控球权.                   40'利物浦第40分钟也再失良机，唐宁直传，乔-艾伦右路传中偏转后滑门而过，斯特灵禁区左侧传中门前，苏亚雷斯近距离脚后跟射门偏出左侧立柱
42'德尼索夫为泽尼特赢得一个任意球.                   40'利物浦第40分钟也再失良机，唐宁直传，乔-艾伦右路传中偏转后滑门而过，斯特灵禁区左侧传中门前，苏亚雷斯近距离脚后跟射门偏出左侧立柱
49'射门!!!利物浦球员格伦-约翰逊大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是苏亚雷斯.                   49'第49分钟，苏亚雷斯传球，格伦-约翰逊突入禁区内12码处的单刀射门被马拉费夫用腿挡出
49'马拉费耶夫将球处理出底线,利物浦获得角球.                   49'第49分钟，苏亚雷斯传球，格伦-约翰逊突入禁区内12码处的单刀射门被马拉费夫用腿挡出
51'泽尼特球员德尼索夫手球犯规,对手获得球权.                   49'第49分钟，苏亚雷斯传球，格伦-约翰逊突入禁区内12码处的单刀射门被马拉费夫用腿挡出
52'唐宁为利物浦在对方半场,赢得一个任意球.                   49'第49分钟，苏亚雷斯传球，格伦-约翰逊突入禁区内12码处的单刀射门被马拉费夫用腿挡出
52'泽尼特球员胡波坎拼抢犯规,对手获得控球权.                   49'第49分钟，苏亚雷斯传球，格伦-约翰逊突入禁区内12码处的单刀射门被马拉费夫用腿挡出
60'利物浦球员苏亚雷斯大禁区外尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是唐宁.                   60'第60分钟，唐宁右路内切，苏亚雷斯禁区弧内推射擦右侧立柱偏出
72'进球啦！！！泽尼特球员谢马克小禁区左侧左脚射门,球从左上角飞进球门,球进了!助攻的是阿纽科夫. 泽尼特 2-0 利物浦.                   72'泽尼特第72分钟扩大比分，安尤科夫右路传中，西马克小禁区左侧推射入网，2-0
75'卡拉格将球处理出底线,泽尼特获得角球.                   72'泽尼特第72分钟扩大比分，安尤科夫右路传中，西马克小禁区左侧推射入网，2-0
75'乔-阿伦将球处理出底线,泽尼特获得角球.                   72'泽尼特第72分钟扩大比分，安尤科夫右路传中，西马克小禁区左侧推射入网，2-0
