4'AC米兰球员塔拉布特拼抢犯规,对手获得控球权.                   3'开场3分钟，卡卡左路传中，本田圭佑禁区内包抄踢空
47'佛罗伦萨球员博尔加-巴雷罗大禁区左侧左脚射门,被防守球员封堵.                   47'2分钟后，博尔哈-巴莱罗左侧开出任意球，安布前点小角度射门击中边网
48'佛罗伦萨球员马特里大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是华金.                   47'2分钟后，博尔哈-巴莱罗左侧开出任意球，安布前点小角度射门击中边网
49'AC米兰球员德容拼抢犯规,对手获得控球权.                   47'2分钟后，博尔哈-巴莱罗左侧开出任意球，安布前点小角度射门击中边网
49'马特里为佛罗伦萨在左路,赢得一个任意球.                   47'2分钟后，博尔哈-巴莱罗左侧开出任意球，安布前点小角度射门击中边网
50'佛罗伦萨球员安布罗西尼小禁区左侧尝试左脚射门,可惜皮球稍稍偏出了左球门.                   47'2分钟后，博尔哈-巴莱罗左侧开出任意球，安布前点小角度射门击中边网
60'AC米兰球员巴洛特利手球犯规,对手获得球权.                   60'第60分钟，博尔哈-巴莱罗在门前20米处左脚打高
60'佛罗伦萨球员博尔加-巴雷罗大禁区外尝试左脚射门,可惜皮球高出球门.给他传球的是马特里.                   60'第60分钟，博尔哈-巴莱罗在门前20米处左脚打高
61'AC米兰球员康斯坦特拼抢犯规,对手获得控球权.                   60'第60分钟，博尔哈-巴莱罗在门前20米处左脚打高
61'华金为佛罗伦萨在右路,赢得一个任意球.                   60'第60分钟，博尔哈-巴莱罗在门前20米处左脚打高
62'博内拉为AC米兰赢得一个任意球.                   60'第60分钟，博尔哈-巴莱罗在门前20米处左脚打高
62'佛罗伦萨球员冈萨洛拼抢犯规,对手获得控球权.                   60'第60分钟，博尔哈-巴莱罗在门前20米处左脚打高
63'本田圭佑为AC米兰在对方半场,赢得一个任意球.                   60'第60分钟，博尔哈-巴莱罗在门前20米处左脚打高
63'佛罗伦萨球员龙卡利亚拼抢犯规,对手获得控球权.                   60'第60分钟，博尔哈-巴莱罗在门前20米处左脚打高
63'黄牌！佛罗伦萨球员龙卡利亚因为恶意犯规,被主裁判出示黄牌.                   60'第60分钟，博尔哈-巴莱罗在门前20米处左脚打高
78'AC米兰球员博内拉拼抢犯规,对手获得控球权.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
78'博尔加-巴雷罗为佛罗伦萨在左路,赢得一个任意球.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
78'黄牌！AC米兰球员博内拉因为恶意犯规,被主裁判出示黄牌.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
78'佛罗伦萨球员夸德拉多大禁区外尝试左脚射门,可惜皮球偏出球门.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
79'佛罗伦萨换人,马托斯换下华金                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
79'AC米兰换人,比尔萨换下塔拉布特                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
79'AC米兰球员梅克斯拼抢犯规,对手获得控球权.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
79'马特里为佛罗伦萨在对方半场,赢得一个任意球.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
81'AC米兰球员比尔萨拼抢犯规,对手获得控球权.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
81'安布罗西尼为佛罗伦萨赢得一个任意球.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
81'AC米兰球员蒙塔里拼抢犯规,对手获得控球权.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
81'M-费尔南德斯为佛罗伦萨在右路,赢得一个任意球.                   78'第78分钟，博内拉背后铲倒博尔哈-巴莱罗，被黄牌警告，夸德拉多左脚任意球高出
