11'都灵球员比安奇大禁区中央尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是达尔米安.                   11'开场11分钟，达米安右路低传，队长比安基前点距门9米处推射偏出近门柱
47'都灵球员斯特万诺维奇一脚直塞球给希里格纳,但是边裁举旗显示后者已经越位.                   44'第44分钟，若纳坦左肩受伤接受治疗
50'国际米兰球员瓜林大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是坎比亚索.                   50'第50分钟，瓜林在门前30米处左脚低射偏出右门柱
52'国际米兰球员斯内德大禁区外尝试右脚射门,可惜皮球偏出球门.给他传球的是阿尔瓦雷斯.                   50'第50分钟，瓜林在门前30米处左脚低射偏出右门柱
53'都灵球员吉列一脚直塞球给希里格纳,但是边裁举旗显示后者已经越位.                   50'第50分钟，瓜林在门前30米处左脚低射偏出右门柱
57'都灵球员希里格纳大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.                   57'第57分钟，斯格里尼亚尝试远射偏出左门柱，随即他被梅乔里尼换下，斯特万诺维奇则被切尔奇换下
58'都灵换人,切尔奇换下斯特万诺维奇                   57'第57分钟，斯格里尼亚尝试远射偏出左门柱，随即他被梅乔里尼换下，斯特万诺维奇则被切尔奇换下
58'都灵换人,梅吉奥里尼换下希里格纳                   57'第57分钟，斯格里尼亚尝试远射偏出左门柱，随即他被梅乔里尼换下，斯特万诺维奇则被切尔奇换下
60'达尔米安为都灵在右路,赢得一个任意球.                   57'第57分钟，斯格里尼亚尝试远射偏出左门柱，随即他被梅乔里尼换下，斯特万诺维奇则被切尔奇换下
60'国际米兰球员阿尔瓦雷斯拼抢犯规,对手获得控球权.                   57'第57分钟，斯格里尼亚尝试远射偏出左门柱，随即他被梅乔里尼换下，斯特万诺维奇则被切尔奇换下
65'射门!!!都灵球员比安奇大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是梅吉奥里尼.                   65'第65分钟，梅乔里尼左路传中，比安基后点距门7米处凌空抽射被汉达诺维奇腿部挡出
65'都灵球员梅吉奥里尼大禁区左侧尝试左脚射门,可惜皮球稍稍偏出了左球门.给他传球的是奥邦纳.                   65'第65分钟，梅乔里尼左路传中，比安基后点距门7米处凌空抽射被汉达诺维奇腿部挡出
66'国际米兰换人,卡萨诺换下斯内德                   65'第65分钟，梅乔里尼左路传中，比安基后点距门7米处凌空抽射被汉达诺维奇腿部挡出
68'都灵球员桑塔纳大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是比安奇.                   65'第65分钟，梅乔里尼左路传中，比安基后点距门7米处凌空抽射被汉达诺维奇腿部挡出
68'都灵球员桑塔纳大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是比安奇.                   68'第68分钟，比安基分球，桑塔纳左侧禁区前沿左脚抽射偏出远门柱
69'都灵球员加齐拼抢犯规,对手获得控球权.                   68'第68分钟，比安基分球，桑塔纳左侧禁区前沿左脚抽射偏出远门柱
69'卡萨诺为国际米兰在对方半场,赢得一个任意球.                   68'第68分钟，比安基分球，桑塔纳左侧禁区前沿左脚抽射偏出远门柱
71'都灵球员加齐拼抢犯规,对手获得控球权.                   68'第68分钟，比安基分球，桑塔纳左侧禁区前沿左脚抽射偏出远门柱
71'萨内蒂为国际米兰赢得一个任意球.                   68'第68分钟，比安基分球，桑塔纳左侧禁区前沿左脚抽射偏出远门柱
71'黄牌！都灵球员加齐因为恶意犯规,被主裁判出示黄牌.                   68'第68分钟，比安基分球，桑塔纳左侧禁区前沿左脚抽射偏出远门柱
78'黄牌！国际米兰球员瓜林因为恶意犯规,被主裁判出示黄牌.                   78'第78分钟，瓜林放倒桑索内，被黄牌警告
79'都灵球员加齐大禁区中央尝试头球,可惜皮球稍稍偏出了右球门.给他传球的是S-马谢洛.                   78'第78分钟，瓜林放倒桑索内，被黄牌警告
80'都灵球员切尔奇拼抢犯规,对手获得控球权.                   78'第78分钟，瓜林放倒桑索内，被黄牌警告
80'佩雷拉为国际米兰赢得一个任意球.                   78'第78分钟，瓜林放倒桑索内，被黄牌警告
81'国际米兰换人,加尔加诺换下瓜林                   78'第78分钟，瓜林放倒桑索内，被黄牌警告
83'进球啦！！！国际米兰球员卡萨诺大禁区中央右脚射门,球从左下角飞进球门,球进了!助攻的是阿尔瓦雷斯. 都灵 0-2 国际米兰.                   83'国米第83分钟扩大比分，阿尔瓦雷斯左路低传被米利托漏过，卡萨诺在门前11米处转身抽射入左下角，2比0
84'国际米兰球员佩雷拉一脚直塞球给米利托,但是边裁举旗显示后者已经越位.                   83'国米第83分钟扩大比分，阿尔瓦雷斯左路低传被米利托漏过，卡萨诺在门前11米处转身抽射入左下角，2比0
85'都灵球员S-马谢洛手球犯规,对手获得球权.                   83'国米第83分钟扩大比分，阿尔瓦雷斯左路低传被米利托漏过，卡萨诺在门前11米处转身抽射入左下角，2比0
86'都灵球员桑塔纳拼抢犯规,对手获得控球权.                   83'国米第83分钟扩大比分，阿尔瓦雷斯左路低传被米利托漏过，卡萨诺在门前11米处转身抽射入左下角，2比0
86'卡萨诺为国际米兰在右路,赢得一个任意球.                   83'国米第83分钟扩大比分，阿尔瓦雷斯左路低传被米利托漏过，卡萨诺在门前11米处转身抽射入左下角，2比0
89'萨内蒂将球处理出底线,都灵获得角球.                   89'第89分钟，格利克背后放倒卡萨诺，被黄牌警告
89'都灵球员格里克拼抢犯规,对手获得控球权.                   89'第89分钟，格利克背后放倒卡萨诺，被黄牌警告
89'卡萨诺为国际米兰赢得一个任意球.                   89'第89分钟，格利克背后放倒卡萨诺，被黄牌警告
89'黄牌！都灵球员格里克因为恶意犯规,被主裁判出示黄牌.                   89'第89分钟，格利克背后放倒卡萨诺，被黄牌警告
90'+2'都灵球员达尔米安拼抢犯规,对手获得控球权.                   89'第89分钟，格利克背后放倒卡萨诺，被黄牌警告
90'+2'佩雷拉为国际米兰在左路,赢得一个任意球.                   89'第89分钟，格利克背后放倒卡萨诺，被黄牌警告
90'+4'下半场结束,都灵 0-2 国际米兰                   89'第89分钟，格利克背后放倒卡萨诺，被黄牌警告
