3'法兰克福球员艾格纳拼抢犯规,对手获得控球权.                   3'开场3分钟，艾格纳双脚飞铲拉姆，被黄牌警告
44'进球啦！！！拜仁慕尼黑球员里贝里小禁区左侧左脚射门,球从左下角飞进球门,球进了!助攻的是哈维-马丁内斯. 拜仁慕尼黑 1-0 法兰克福.                   44'拜仁第44分钟取得领先，阿拉巴后场直传，罗本将球漏过，马丁内斯突入禁区右侧低传，里贝里左侧距门6米处左脚推射入网，1比0
45'射门!!!拜仁慕尼黑球员克罗斯大禁区中央右脚射门,被对方守门员横身扑出.                   44'拜仁第44分钟取得领先，阿拉巴后场直传，罗本将球漏过，马丁内斯突入禁区右侧低传，里贝里左侧距门6米处左脚推射入网，1比0
45'射门!!!拜仁慕尼黑球员里贝里大禁区中央头球,被对方守门员横身扑出.给他传球的是克罗斯.                   44'拜仁第44分钟取得领先，阿拉巴后场直传，罗本将球漏过，马丁内斯突入禁区右侧低传，里贝里左侧距门6米处左脚推射入网，1比0
45'德米多夫将球处理出底线,拜仁慕尼黑获得角球.                   44'拜仁第44分钟取得领先，阿拉巴后场直传，罗本将球漏过，马丁内斯突入禁区右侧低传，里贝里左侧距门6米处左脚推射入网，1比0
45'+1'上半场结束,拜仁慕尼黑 1-0 法兰克福,稍事休息,我们一会来看看下半场两队的表现.                   44'拜仁第44分钟取得领先，阿拉巴后场直传，罗本将球漏过，马丁内斯突入禁区右侧低传，里贝里左侧距门6米处左脚推射入网，1比0
50'法兰克福球员安德森大禁区中央头球,命中门柱横梁.给他传球的是梅耶尔.                   50'下半时开始5分钟，法兰克福任意球长传禁区，迈尔头球摆渡，安德森在门前4米处头球击中横梁
50'法兰克福球员施维格勒拼抢犯规,对手获得控球权.                   50'下半时开始5分钟，法兰克福任意球长传禁区，迈尔头球摆渡，安德森在门前4米处头球击中横梁
50'诺伊尔为拜仁慕尼黑赢得一个任意球.                   50'下半时开始5分钟，法兰克福任意球长传禁区，迈尔头球摆渡，安德森在门前4米处头球击中横梁
51'法兰克福球员罗德大禁区外尝试右脚射门,可惜皮球高出球门.                   50'下半时开始5分钟，法兰克福任意球长传禁区，迈尔头球摆渡，安德森在门前4米处头球击中横梁
52'艾格纳将球处理出底线,拜仁慕尼黑获得角球.                   50'下半时开始5分钟，法兰克福任意球长传禁区，迈尔头球摆渡，安德森在门前4米处头球击中横梁
53'安德森为法兰克福赢得一个任意球.                   50'下半时开始5分钟，法兰克福任意球长传禁区，迈尔头球摆渡，安德森在门前4米处头球击中横梁
53'拜仁慕尼黑球员皮萨罗危险动作,对手获得控球权.                   50'下半时开始5分钟，法兰克福任意球长传禁区，迈尔头球摆渡，安德森在门前4米处头球击中横梁
58'拜仁慕尼黑球员哈维-马丁内斯大禁区外尝试右脚射门,可惜皮球稍稍高出球门.给他传球的是罗本.                   58'第58分钟，罗本横趟传球，哈维-马丁内斯左路射门高出
58'拜仁慕尼黑换人,穆勒换下皮萨罗                   58'第58分钟，罗本横趟传球，哈维-马丁内斯左路射门高出
58'法兰克福换人,奥希恩换下艾格纳                   58'第58分钟，罗本横趟传球，哈维-马丁内斯左路射门高出
59'法兰克福球员马特摩尔拼抢犯规,对手获得控球权.                   58'第58分钟，罗本横趟传球，哈维-马丁内斯左路射门高出
59'里贝里为拜仁慕尼黑在对方半场,赢得一个任意球.                   58'第58分钟，罗本横趟传球，哈维-马丁内斯左路射门高出
61'特拉普为法兰克福赢得一个任意球.                   58'第58分钟，罗本横趟传球，哈维-马丁内斯左路射门高出
61'拜仁慕尼黑球员里贝里拼抢犯规,对手获得控球权.                   58'第58分钟，罗本横趟传球，哈维-马丁内斯左路射门高出
65'拜仁慕尼黑球员哈维-马丁内斯大禁区中央尝试头球,可惜皮球稍稍偏出了右球门.给他传球的是里贝里.                   65'第65分钟，里贝里传中，哈维-马丁内斯头球偏出远门柱
67'安德森将球处理出底线,拜仁慕尼黑获得角球.                   65'第65分钟，里贝里传中，哈维-马丁内斯头球偏出远门柱
68'拜仁慕尼黑球员范比滕小禁区右侧尝试头球,可惜皮球稍稍偏出了右球门.给他传球的是罗本.                   65'第65分钟，里贝里传中，哈维-马丁内斯头球偏出远门柱
76'法兰克福球员德米多夫犯规,致使对方获得点球.                   76'拜仁第76分钟扩大优势，小猪突入禁区左侧变线闪开杰米多夫，结果被对方拉倒在地，弗里茨判罚点球，阿拉巴操刀左脚推射入右下角，2比0
76'点球,施魏因斯泰格在禁区内被侵犯,拜仁慕尼黑获得点球.                   76'拜仁第76分钟扩大优势，小猪突入禁区左侧变线闪开杰米多夫，结果被对方拉倒在地，弗里茨判罚点球，阿拉巴操刀左脚推射入右下角，2比0
77'进球啦！！！拜仁慕尼黑球员阿拉巴左脚射门,球从右下角飞进球门,球进了! 拜仁慕尼黑 2-0 法兰克福.                   76'拜仁第76分钟扩大优势，小猪突入禁区左侧变线闪开杰米多夫，结果被对方拉倒在地，弗里茨判罚点球，阿拉巴操刀左脚推射入右下角，2比0
77'隆干友彦为法兰克福在对方半场,赢得一个任意球.                   76'拜仁第76分钟扩大优势，小猪突入禁区左侧变线闪开杰米多夫，结果被对方拉倒在地，弗里茨判罚点球，阿拉巴操刀左脚推射入右下角，2比0
77'拜仁慕尼黑球员罗本拼抢犯规,对手获得控球权.                   76'拜仁第76分钟扩大优势，小猪突入禁区左侧变线闪开杰米多夫，结果被对方拉倒在地，弗里茨判罚点球，阿拉巴操刀左脚推射入右下角，2比0
79'拜仁慕尼黑球员阿拉巴一脚直塞球给里贝里,但是边裁举旗显示后者已经越位.                   76'拜仁第76分钟扩大优势，小猪突入禁区左侧变线闪开杰米多夫，结果被对方拉倒在地，弗里茨判罚点球，阿拉巴操刀左脚推射入右下角，2比0
82'射门!!!拜仁慕尼黑球员罗本大禁区中央左脚射门,被对方守门员横身扑出.给他传球的是穆勒.                   82'第82分钟，穆勒右路传中，罗本在门前11米处单刀左脚打空门被特拉普封出
82'射门!!!拜仁慕尼黑球员施魏因斯泰格大禁区中央头球,被对方守门员横身扑出.给他传球的是穆勒.                   82'第82分钟，穆勒右路传中，罗本在门前11米处单刀左脚打空门被特拉普封出
83'奥希恩为法兰克福在右路,赢得一个任意球.                   82'第82分钟，穆勒右路传中，罗本在门前11米处单刀左脚打空门被特拉普封出
83'拜仁慕尼黑球员丹特拼抢犯规,对手获得控球权.                   82'第82分钟，穆勒右路传中，罗本在门前11米处单刀左脚打空门被特拉普封出
84'法兰克福换人,拉尼希换下施维格勒                   82'第82分钟，穆勒右路传中，罗本在门前11米处单刀左脚打空门被特拉普封出
49'施维格勒为法兰克福在对方半场,赢得一个任意球.                   46'补时第1分钟，罗本右侧任意球被特拉普飞身封出近门柱，随后阿拉巴28米开外左脚近射被特拉普托出底线
49'拜仁慕尼黑球员施魏因斯泰格拼抢犯规,对手获得控球权.                   46'补时第1分钟，罗本右侧任意球被特拉普飞身封出近门柱，随后阿拉巴28米开外左脚近射被特拉普托出底线
