4'国际米兰球员瓜林大禁区外右脚射门,被防守球员封堵.给他传球的是卡萨诺.                   1'赛前为周六去世的前亚特兰大主席伊万-鲁杰里默哀1分钟
74'佩雷拉为国际米兰赢得一个任意球.                   71'第71分钟，丹尼斯左路内切闪开拉诺齐亚，在门前14米处低射钻入近角，3比3
74'亚特兰大换人,布里维奥换下德尔格罗索                   71'第71分钟，丹尼斯左路内切闪开拉诺齐亚，在门前14米处低射钻入近角，3比3
77'进球啦！！！亚特兰大球员丹尼斯大禁区中央右脚射门,球从右下角飞进球门,球进了!助攻的是博纳文图拉. 国际米兰 3-4 亚特兰大.                   77'第77分钟，博纳文图拉右路晃开小胡安低传，丹尼斯在门前7米处推射入右下角，将比分反超为4比3
78'国际米兰球员瓜林大禁区外尝试右脚射门,可惜皮球偏出球门.给他传球的是阿尔瓦雷斯.                   77'第77分钟，博纳文图拉右路晃开小胡安低传，丹尼斯在门前7米处推射入右下角，将比分反超为4比3
80'亚特兰大球员丹尼斯拼抢犯规,对手获得控球权.                   77'第77分钟，博纳文图拉右路晃开小胡安低传，丹尼斯在门前7米处推射入右下角，将比分反超为4比3
80'科瓦契奇为国际米兰在对方半场,赢得一个任意球.                   77'第77分钟，博纳文图拉右路晃开小胡安低传，丹尼斯在门前7米处推射入右下角，将比分反超为4比3
85'亚特兰大球员斯卡罗尼拼抢犯规,对手获得控球权.                   85'第85分钟，斯卡洛尼对阿尔瓦雷斯犯规吃到黄牌，佩雷拉开出任意球，阿尔瓦雷斯禁区左侧斜射偏出远门柱，禁区内倒地的拉诺齐亚向主裁判格尔瓦索尼投诉
85'阿尔瓦雷斯为国际米兰在对方半场,赢得一个任意球.                   85'第85分钟，斯卡洛尼对阿尔瓦雷斯犯规吃到黄牌，佩雷拉开出任意球，阿尔瓦雷斯禁区左侧斜射偏出远门柱，禁区内倒地的拉诺齐亚向主裁判格尔瓦索尼投诉
85'黄牌！亚特兰大球员斯卡罗尼因为恶意犯规,被主裁判出示黄牌.                   85'第85分钟，斯卡洛尼对阿尔瓦雷斯犯规吃到黄牌，佩雷拉开出任意球，阿尔瓦雷斯禁区左侧斜射偏出远门柱，禁区内倒地的拉诺齐亚向主裁判格尔瓦索尼投诉
85'国际米兰球员阿尔瓦雷斯大禁区左侧尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是佩雷拉.                   85'第85分钟，斯卡洛尼对阿尔瓦雷斯犯规吃到黄牌，佩雷拉开出任意球，阿尔瓦雷斯禁区左侧斜射偏出远门柱，禁区内倒地的拉诺齐亚向主裁判格尔瓦索尼投诉
88'亚特兰大球员卡佐拉拼抢犯规,对手获得控球权.                   85'第85分钟，斯卡洛尼对阿尔瓦雷斯犯规吃到黄牌，佩雷拉开出任意球，阿尔瓦雷斯禁区左侧斜射偏出远门柱，禁区内倒地的拉诺齐亚向主裁判格尔瓦索尼投诉
88'科瓦契奇为国际米兰赢得一个任意球.                   85'第85分钟，斯卡洛尼对阿尔瓦雷斯犯规吃到黄牌，佩雷拉开出任意球，阿尔瓦雷斯禁区左侧斜射偏出远门柱，禁区内倒地的拉诺齐亚向主裁判格尔瓦索尼投诉
88'亚特兰大球员比昂迪尼拼抢犯规,对手获得控球权.                   85'第85分钟，斯卡洛尼对阿尔瓦雷斯犯规吃到黄牌，佩雷拉开出任意球，阿尔瓦雷斯禁区左侧斜射偏出远门柱，禁区内倒地的拉诺齐亚向主裁判格尔瓦索尼投诉
88'阿尔瓦雷斯为国际米兰在左路,赢得一个任意球.                   85'第85分钟，斯卡洛尼对阿尔瓦雷斯犯规吃到黄牌，佩雷拉开出任意球，阿尔瓦雷斯禁区左侧斜射偏出远门柱，禁区内倒地的拉诺齐亚向主裁判格尔瓦索尼投诉
88'黄牌！亚特兰大球员比昂迪尼因为恶意犯规,被主裁判出示黄牌.                   85'第85分钟，斯卡洛尼对阿尔瓦雷斯犯规吃到黄牌，佩雷拉开出任意球，阿尔瓦雷斯禁区左侧斜射偏出远门柱，禁区内倒地的拉诺齐亚向主裁判格尔瓦索尼投诉
89'亚特兰大球员利瓦亚大禁区外尝试右脚射门,可惜皮球高出右上角球门.给他传球的是西罗波利托.                   89'第89分钟，利瓦亚反击距门25米处抽射高出
90'+1'博纳文图拉将球处理出底线,国际米兰获得角球.                   89'第89分钟，利瓦亚反击距门25米处抽射高出
90'+1'亚特兰大球员拉伊蒙迪因为在场上斗殴,被裁判直接红牌罚下.                   89'第89分钟，利瓦亚反击距门25米处抽射高出
90'+2'西加里尼为亚特兰大赢得一个任意球.                   89'第89分钟，利瓦亚反击距门25米处抽射高出
90'+2'国际米兰球员汉达诺维奇手球犯规,对手获得球权.                   89'第89分钟，利瓦亚反击距门25米处抽射高出
90'+3'斯卡罗尼将球处理出底线,国际米兰获得角球.                   89'第89分钟，利瓦亚反击距门25米处抽射高出
90'+4'卡佐拉为亚特兰大赢得一个任意球.                   89'第89分钟，利瓦亚反击距门25米处抽射高出
90'+4'国际米兰球员汉达诺维奇手球犯规,对手获得球权.                   89'第89分钟，利瓦亚反击距门25米处抽射高出
90'+4'下半场结束,国际米兰 3-4 亚特兰大                   89'第89分钟，利瓦亚反击距门25米处抽射高出
51'卡尔莫纳为亚特兰大赢得一个任意球.                   49'补时第4分钟，瓜林右路下底低传碰后卫变线，拉诺齐亚后点距门3米处推射空门，竟不可思议地打高
51'国际米兰球员坎比亚索拼抢犯规,对手获得控球权.                   49'补时第4分钟，瓜林右路下底低传碰后卫变线，拉诺齐亚后点距门3米处推射空门，竟不可思议地打高
52'射门!!!亚特兰大球员丹尼斯大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是西加里尼.                   49'补时第4分钟，瓜林右路下底低传碰后卫变线，拉诺齐亚后点距门3米处推射空门，竟不可思议地打高
