7'切尔西球员兰帕德大禁区外右脚射门,被防守球员封堵.                   7'第7分钟，埃托奥赢得禁区前任意球机会，但兰帕德射门被人墙封堵
42'切尔西球员拉米雷斯大禁区外右脚射门,被防守球员封堵.给他传球的是威廉.                   40'第40分钟，马塔前场丢球，路易斯对古纳尔森战术犯规被罚黄牌
48'射门!!!切尔西球员埃托奥大禁区外右脚射门,被对方守门员横身扑出.给他传球的是威廉.                   48'第48分钟，威廉传球，埃托奥禁区前低射被马绍尔得到
50'穆特奇为卡迪夫城在对方半场,赢得一个任意球.                   48'第48分钟，威廉传球，埃托奥禁区前低射被马绍尔得到
50'切尔西球员大卫-路易斯拼抢犯规,对手获得控球权.                   48'第48分钟，威廉传球，埃托奥禁区前低射被马绍尔得到
50'伊万诺维奇将球处理出底线,卡迪夫城获得角球.                   48'第48分钟，威廉传球，埃托奥禁区前低射被马绍尔得到
51'埃托奥将球处理出底线,卡迪夫城获得角球.                   48'第48分钟，威廉传球，埃托奥禁区前低射被马绍尔得到
51'卡迪夫城球员梅德尔大禁区中央尝试右脚射门,可惜皮球高出球门.                   48'第48分钟，威廉传球，埃托奥禁区前低射被马绍尔得到
53'切尔西球员马塔大禁区右侧尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是阿扎尔.                   53'第53分钟，阿扎尔传球，马塔禁区右侧的射门偏出近角
54'卡迪夫城球员马绍尔被主裁判出示了一张黄牌.                   53'第53分钟，阿扎尔传球，马塔禁区右侧的射门偏出近角
56'卡迪夫城换人,金甫炅换下梅德尔                   53'第53分钟，阿扎尔传球，马塔禁区右侧的射门偏出近角
56'卡迪夫城换人,金甫炅换下梅德尔                   56'第56分钟，金甫炅替换梅德尔出场
59'切尔西换人,奥斯卡换下马塔                   56'第56分钟，金甫炅替换梅德尔出场
60'伊万诺维奇将球处理出底线,卡迪夫城获得角球.                   60'第60分钟，特纳传球，金甫炅远射偏出
60'卡迪夫城球员金甫炅大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是特纳.                   60'第60分钟，特纳传球，金甫炅远射偏出
61'切尔西球员兰帕德一脚直塞球给埃托奥,但是边裁举旗显示后者已经越位.                   60'第60分钟，特纳传球，金甫炅远射偏出
63'切尔西球员奥斯卡一脚直塞球给埃托奥,但是边裁举旗显示后者已经越位.                   60'第60分钟，特纳传球，金甫炅远射偏出
63'卡迪夫城球员穆特奇大禁区外尝试右脚射门,可惜皮球偏出球门.给他传球的是奥登文杰.                   60'第60分钟，特纳传球，金甫炅远射偏出
66'考尔克将球处理出底线,切尔西获得角球.                   66'切尔西第66分钟反超比分，阿扎尔直传，埃托奥闪过考尔克后禁区左侧14码处劲射近角入网，2-1
66'进球啦！！！切尔西球员埃托奥大禁区中央右脚射门,球从左下角飞进球门,球进了!助攻的是阿扎尔. 切尔西 2-1 卡迪夫城.                   66'切尔西第66分钟反超比分，阿扎尔直传，埃托奥闪过考尔克后禁区左侧14码处劲射近角入网，2-1
67'卡迪夫城换人,F-坎贝尔换下奥登文杰                   66'切尔西第66分钟反超比分，阿扎尔直传，埃托奥闪过考尔克后禁区左侧14码处劲射近角入网，2-1
69'切尔西换人,阿兹皮利奎塔换下埃托奥                   66'切尔西第66分钟反超比分，阿扎尔直传，埃托奥闪过考尔克后禁区左侧14码处劲射近角入网，2-1
75'卡迪夫城球员惠廷汉姆大禁区外右脚射门,被防守球员封堵.给他传球的是卡特兰.                   75'第75分钟，安德鲁-泰勒传球，金甫炅禁区左侧小角度射门被切赫扑出
75'射门!!!卡迪夫城球员金甫炅球门左侧小角度左脚射门,被对方守门员横身扑出.给他传球的是安德鲁-泰勒.                   75'第75分钟，安德鲁-泰勒传球，金甫炅禁区左侧小角度射门被切赫扑出
75'切赫将球处理出底线,卡迪夫城获得角球.                   75'第75分钟，安德鲁-泰勒传球，金甫炅禁区左侧小角度射门被切赫扑出
76'冈纳尔森为卡迪夫城赢得一个任意球.                   75'第75分钟，安德鲁-泰勒传球，金甫炅禁区左侧小角度射门被切赫扑出
76'切尔西球员拉米雷斯拼抢犯规,对手获得控球权.                   75'第75分钟，安德鲁-泰勒传球，金甫炅禁区左侧小角度射门被切赫扑出
78'进球啦！！！切尔西球员奥斯卡大禁区外右脚射门,球从中路偏上飞进球门,球进了!助攻的是拉米雷斯. 切尔西 3-1 卡迪夫城.                   75'第75分钟，安德鲁-泰勒传球，金甫炅禁区左侧小角度射门被切赫扑出
80'射门!!!切尔西球员威廉大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是阿扎尔.                   80'第80分钟，阿扎尔反击中传球，威廉禁区右侧12码处射门被马绍尔用腿挡出
81'卡迪夫城换人,格斯特德换下冈纳尔森                   80'第80分钟，阿扎尔反击中传球，威廉禁区右侧12码处射门被马绍尔用腿挡出
82'进球啦！！！切尔西球员阿扎尔大禁区左侧右脚射门,球从中路飞进球门,球进了!助攻的是兰帕德. 切尔西 4-1 卡迪夫城.                   80'第80分钟，阿扎尔反击中传球，威廉禁区右侧12码处射门被马绍尔用腿挡出
83'卡迪夫城球员F-坎贝尔大禁区外右脚射门,被防守球员封堵.                   80'第80分钟，阿扎尔反击中传球，威廉禁区右侧12码处射门被马绍尔用腿挡出
83'特里将球处理出底线,卡迪夫城获得角球.                   80'第80分钟，阿扎尔反击中传球，威廉禁区右侧12码处射门被马绍尔用腿挡出
87'卡迪夫城球员卡特兰大禁区外左脚射门,被防守球员封堵.                   87'第87分钟，凯瑟林25码处低射被拉米雷斯挡出，维丁汉姆开出角球，特纳小禁区左侧头球攻门又被挡出
87'拉米雷斯将球处理出底线,卡迪夫城获得角球.                   87'第87分钟，凯瑟林25码处低射被拉米雷斯挡出，维丁汉姆开出角球，特纳小禁区左侧头球攻门又被挡出
88'卡迪夫城球员特纳小禁区左侧头球,被防守球员封堵.给他传球的是惠廷汉姆.                   87'第87分钟，凯瑟林25码处低射被拉米雷斯挡出，维丁汉姆开出角球，特纳小禁区左侧头球攻门又被挡出
90'+1'F-坎贝尔为卡迪夫城在对方半场,赢得一个任意球.                   87'第87分钟，凯瑟林25码处低射被拉米雷斯挡出，维丁汉姆开出角球，特纳小禁区左侧头球攻门又被挡出
90'+1'切尔西球员特里拼抢犯规,对手获得控球权.                   87'第87分钟，凯瑟林25码处低射被拉米雷斯挡出，维丁汉姆开出角球，特纳小禁区左侧头球攻门又被挡出
90'+2'切尔西球员大卫-路易斯大禁区外尝试右脚射门,可惜皮球高出球门.给他传球的是奥斯卡.                   87'第87分钟，凯瑟林25码处低射被拉米雷斯挡出，维丁汉姆开出角球，特纳小禁区左侧头球攻门又被挡出
90'+4'卡迪夫城球员F-坎贝尔拼抢犯规,对手获得控球权.                   87'第87分钟，凯瑟林25码处低射被拉米雷斯挡出，维丁汉姆开出角球，特纳小禁区左侧头球攻门又被挡出
90'+4'特里为切尔西赢得一个任意球.                   87'第87分钟，凯瑟林25码处低射被拉米雷斯挡出，维丁汉姆开出角球，特纳小禁区左侧头球攻门又被挡出
90'+5'下半场结束,切尔西 4-1 卡迪夫城                   87'第87分钟，凯瑟林25码处低射被拉米雷斯挡出，维丁汉姆开出角球，特纳小禁区左侧头球攻门又被挡出
