5'射门!!!桑普多利亚球员德西尔维斯特里大禁区外右脚射门,被对方守门员横身扑出.                   5'开场5分钟，德西尔维斯特里右侧禁区前沿大力抽射被阿比亚蒂击出
48'桑普多利亚球员加斯塔尔德罗大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是埃斯蒂加里维亚.                   48'第48分钟，埃斯蒂加里维亚在门前28米处左脚大力抽射，萨帕塔中途头球解围顶出底线，埃斯蒂加里维亚开出角球，加斯塔尔代洛头球偏出左门柱
50'加斯塔尔德罗将球处理出底线,AC米兰获得角球.                   48'第48分钟，埃斯蒂加里维亚在门前28米处左脚大力抽射，萨帕塔中途头球解围顶出底线，埃斯蒂加里维亚开出角球，加斯塔尔代洛头球偏出左门柱
50'AC米兰球员蒙托利沃一脚直塞球给沙拉维,但是边裁举旗显示后者已经越位.                   48'第48分钟，埃斯蒂加里维亚在门前28米处左脚大力抽射，萨帕塔中途头球解围顶出底线，埃斯蒂加里维亚开出角球，加斯塔尔代洛头球偏出左门柱
51'桑普多利亚球员奥比昂大禁区外右脚射门,被防守球员封堵.给他传球的是埃德尔.                   48'第48分钟，埃斯蒂加里维亚在门前28米处左脚大力抽射，萨帕塔中途头球解围顶出底线，埃斯蒂加里维亚开出角球，加斯塔尔代洛头球偏出左门柱
46'AC米兰球员沙拉维大禁区外右脚射门,被防守球员封堵.                   46'1分钟后，德希利奥右路低传，博扬没有碰到，尼昂左脚抽射偏出
46'射门!!!AC米兰球员尼昂大禁区右侧右脚射门,被对方守门员横身扑出.                   46'1分钟后，德希利奥右路低传，博扬没有碰到，尼昂左脚抽射偏出
46'罗梅罗将球处理出底线,AC米兰获得角球.                   46'1分钟后，德希利奥右路低传，博扬没有碰到，尼昂左脚抽射偏出
47'德西尔维斯特里将球处理出底线,AC米兰获得角球.                   46'1分钟后，德希利奥右路低传，博扬没有碰到，尼昂左脚抽射偏出
48'桑普多利亚球员埃斯蒂加里维亚大禁区外左脚射门,被防守球员封堵.                   46'1分钟后，德希利奥右路低传，博扬没有碰到，尼昂左脚抽射偏出
48'萨帕塔将球处理出底线,桑普多利亚获得角球.                   46'1分钟后，德希利奥右路低传，博扬没有碰到，尼昂左脚抽射偏出
48'桑普多利亚球员加斯塔尔德罗大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是埃斯蒂加里维亚.                   46'1分钟后，德希利奥右路低传，博扬没有碰到，尼昂左脚抽射偏出
46'AC米兰球员沙拉维大禁区外右脚射门,被防守球员封堵.                   46'1分钟后，埃斯蒂加里维亚右路内切距门25米处左脚大力抽色被阿比亚蒂飞身化解
46'射门!!!AC米兰球员尼昂大禁区右侧右脚射门,被对方守门员横身扑出.                   46'1分钟后，埃斯蒂加里维亚右路内切距门25米处左脚大力抽色被阿比亚蒂飞身化解
46'罗梅罗将球处理出底线,AC米兰获得角球.                   46'1分钟后，埃斯蒂加里维亚右路内切距门25米处左脚大力抽色被阿比亚蒂飞身化解
47'德西尔维斯特里将球处理出底线,AC米兰获得角球.                   46'1分钟后，埃斯蒂加里维亚右路内切距门25米处左脚大力抽色被阿比亚蒂飞身化解
48'桑普多利亚球员埃斯蒂加里维亚大禁区外左脚射门,被防守球员封堵.                   46'1分钟后，埃斯蒂加里维亚右路内切距门25米处左脚大力抽色被阿比亚蒂飞身化解
48'萨帕塔将球处理出底线,桑普多利亚获得角球.                   46'1分钟后，埃斯蒂加里维亚右路内切距门25米处左脚大力抽色被阿比亚蒂飞身化解
48'桑普多利亚球员加斯塔尔德罗大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是埃斯蒂加里维亚.                   46'1分钟后，埃斯蒂加里维亚右路内切距门25米处左脚大力抽色被阿比亚蒂飞身化解
81'AC米兰球员弗拉米尼大禁区右侧右脚射门,被防守球员封堵.                   81'第81分钟，弗拉米尼禁区右侧低射被蒂索内挡出底线，蒙托利沃右侧开出角球，梅克斯在门前9米处头球落入罗梅罗怀中
81'蒂索内将球处理出底线,AC米兰获得角球.                   81'第81分钟，弗拉米尼禁区右侧低射被蒂索内挡出底线，蒙托利沃右侧开出角球，梅克斯在门前9米处头球落入罗梅罗怀中
81'射门!!!AC米兰球员梅克斯大禁区中央头球,被对方守门员横身扑出.给他传球的是蒙托利沃.                   81'第81分钟，弗拉米尼禁区右侧低射被蒂索内挡出底线，蒙托利沃右侧开出角球，梅克斯在门前9米处头球落入罗梅罗怀中
82'科斯蒂奇为桑普多利亚在对方半场,赢得一个任意球.                   81'第81分钟，弗拉米尼禁区右侧低射被蒂索内挡出底线，蒙托利沃右侧开出角球，梅克斯在门前9米处头球落入罗梅罗怀中
82'AC米兰球员尼昂危险动作,对手获得控球权.                   81'第81分钟，弗拉米尼禁区右侧低射被蒂索内挡出底线，蒙托利沃右侧开出角球，梅克斯在门前9米处头球落入罗梅罗怀中
83'桑普多利亚球员蒂索内拼抢犯规,对手获得控球权.                   81'第81分钟，弗拉米尼禁区右侧低射被蒂索内挡出底线，蒙托利沃右侧开出角球，梅克斯在门前9米处头球落入罗梅罗怀中
83'尼昂为AC米兰赢得一个任意球.                   81'第81分钟，弗拉米尼禁区右侧低射被蒂索内挡出底线，蒙托利沃右侧开出角球，梅克斯在门前9米处头球落入罗梅罗怀中
