6'进球啦！！！大连阿尔滨球员于汉超大禁区左侧右脚射门,球从右下角飞进球门,球进了!助攻的是董学升. 大连阿尔滨 1-1 辽宁宏运.                   6'阿尔滨在第6分钟扳平比分
86'吴高俊为辽宁宏运赢得一个任意球.                   85'阿尔滨在第85分钟连换两人，孙铂换下为球队扳平比分的于汉超，而周通则替补场上队长于大宝上阵
86'大连阿尔滨球员孙铂拼抢犯规,对手获得控球权.                   85'阿尔滨在第85分钟连换两人，孙铂换下为球队扳平比分的于汉超，而周通则替补场上队长于大宝上阵
90'辽宁宏运球员杨宇大禁区外左脚射门,被防守球员封堵.给他传球的是特里夫诺维奇.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'辽宁宏运球员沙夫卡特拼抢犯规,对手获得控球权.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'董学升为大连阿尔滨赢得一个任意球.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'辽宁宏运球员杨善平拼抢犯规,对手获得控球权.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'董学升为大连阿尔滨在左路,赢得一个任意球.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+1'辽宁宏运球员孙世林拼抢犯规,对手获得控球权.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+1'周通为大连阿尔滨在对方半场,赢得一个任意球.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+2'大连阿尔滨球员巴哈大禁区外右脚射门,被防守球员封堵.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+2'辽宁宏运球员孙世林拼抢犯规,对手获得控球权.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+2'周通为大连阿尔滨在左路,赢得一个任意球.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+3'胡延强为辽宁宏运赢得一个任意球.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+3'大连阿尔滨球员陈涛拼抢犯规,对手获得控球权.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+3'射门!!!大连阿尔滨球员周通大禁区外右脚射门,被对方守门员横身扑出.给他传球的是巴哈.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+4'张小宇为辽宁宏运在左路,赢得一个任意球.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+4'大连阿尔滨球员孙铂拼抢犯规,对手获得控球权.                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
90'+4'下半场结束,大连阿尔滨 3-1 辽宁宏运                   90'经过90分钟激战，大连阿尔滨最终3-1战胜辽宁宏运，主场全取三分
