3'射门!!!切沃球员卡斯特罗大禁区右侧右脚射门,被对方守门员横身扑出.给他传球的是戈比.                   1'第1分钟两队互有攻守
47'里戈尼为切沃在左路,赢得一个任意球.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
47'国际米兰球员约维蒂奇拼抢犯规,对手获得控球权.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
47'B-塞萨尔将球处理出底线,国际米兰获得角球.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
48'哈特马吉将球处理出底线,国际米兰获得角球.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
48'国际米兰球员穆利洛大禁区中央头球,被防守球员封堵.给他传球的是伊卡尔迪.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
48'国际米兰球员梅洛大禁区中央右脚射门,被防守球员封堵.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
48'甘贝里尼将球处理出底线,国际米兰获得角球.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
49'国际米兰球员瓜林大禁区中央尝试头球,可惜皮球偏出球门.给他传球的是Alex Telles.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
49'梅吉奥里尼为切沃在对方半场,赢得一个任意球.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
49'国际米兰球员梅洛拼抢犯规,对手获得控球权.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
50'切沃球员帕洛斯基大禁区中央尝试右脚射门,可惜皮球稍稍高出球门.给他传球的是卡斯特罗.                   50'第50分钟，国米后防出线失误，帕洛斯基在门前14米处转身斜射掠过横梁
53'切沃球员B-塞萨尔拼抢犯规,对手获得控球权.                   50'第50分钟，国米后防出线失误，帕洛斯基在门前14米处转身斜射掠过横梁
53'孔多比亚为国际米兰在对方半场,赢得一个任意球.                   50'第50分钟，国米后防出线失误，帕洛斯基在门前14米处转身斜射掠过横梁
81'切沃换人,佩佩换下里戈尼                   81'国米第81分钟错失机会，瓜林直传，佩里希奇突入禁区左侧，没有及时传给中路包抄的伊卡尔迪，自己小角度射门被弗雷封堵
81'国际米兰球员佩里西奇大禁区左侧左脚射门,被防守球员封堵.给他传球的是瓜林.                   81'国米第81分钟错失机会，瓜林直传，佩里希奇突入禁区左侧，没有及时传给中路包抄的伊卡尔迪，自己小角度射门被弗雷封堵
83'切沃球员B-塞萨尔拼抢犯规,对手获得控球权.                   81'国米第81分钟错失机会，瓜林直传，佩里希奇突入禁区左侧，没有及时传给中路包抄的伊卡尔迪，自己小角度射门被弗雷封堵
83'帕拉西奥为国际米兰赢得一个任意球.                   81'国米第81分钟错失机会，瓜林直传，佩里希奇突入禁区左侧，没有及时传给中路包抄的伊卡尔迪，自己小角度射门被弗雷封堵
84'切沃姆波库受伤倒地,比赛暂停                   81'国米第81分钟错失机会，瓜林直传，佩里希奇突入禁区左侧，没有及时传给中路包抄的伊卡尔迪，自己小角度射门被弗雷封堵
